Order Date,Order ID,Product,Product_ean,category,Purchase Address,Quantity Ordered,Price Each,Cost price,turnover,margin
1/2/2019 11:04,146474,AAA Batteries (4-pack),3.63E+12,Sports,"371 Meadow St, Seattle, WA 98101",1,2.99,1.495,2.99,1.495
1/2/2019 11:12,145965,Google Phone,7.93E+12,Alimentation,"981 Hill St, Atlanta, GA 30301",1,600,198,600,402
1/2/2019 11:13,143410,iPhone,7.55E+12,Sports,"245 8th St, Portland, OR 97035",1,700,231,700,469
1/2/2019 11:14,147412,AA Batteries (4-pack),4.83E+12,Electronics,"10 Cedar St, Los Angeles, CA 90001",2,3.84,1.92,7.68,3.84
1/2/2019 11:15,150050,AA Batteries (4-pack),6.84E+12,Clothes,"175 Johnson St, Los Angeles, CA 90001",2,3.84,1.92,7.68,3.84
1/2/2019 11:23,141779,Lightning Charging Cable,1.61E+12,Electronics,"929 Lake St, New York City, NY 10001",1,14.95,7.475,14.95,7.475
1/2/2019 11:26,141493,34in Ultrawide Monitor,4.92E+12,Electronics,"922 2nd St, Los Angeles, CA 90001",1,379.99,125.3967,379.99,254.5933
1/2/2019 11:29,145838,ThinkPad Laptop,2.45E+12,Alimentation,"798 Hickory St, Austin, TX 73301",1,999.99,329.9967,999.99,669.9933
1/2/2019 11:30,146838,AAA Batteries (4-pack),9.22E+12,Alimentation,"877 Lincoln St, Austin, TX 73301",3,2.99,1.495,8.97,4.485
1/2/2019 11:30,148215,iPhone,5.96E+12,Clothes,"991 Jefferson St, Portland, OR 97035",1,700,231,700,469
1/2/2019 11:31,149933,LG Dryer,1.55E+12,Clothes,"842 Jefferson St, Atlanta, GA 30301",1,600,198,600,402
1/2/2019 11:33,145087,Wired Headphones,4.20E+12,Electronics,"463 Hill St, Atlanta, GA 30301",1,11.99,5.995,11.99,5.995
1/2/2019 11:38,146379,Lightning Charging Cable,8.91E+12,Alimentation,"104 Cedar St, New York City, NY 10001",1,14.95,7.475,14.95,7.475
1/2/2019 11:43,148416,iPhone,9.95E+12,Clothes,"489 7th St, New York City, NY 10001",1,700,231,700,469
1/2/2019 11:47,143365,Wired Headphones,8.19E+12,Alimentation,"912 6th St, Portland, OR 97035",1,11.99,5.995,11.99,5.995
1/2/2019 12:00,141700,Apple Airpods Headphones,4.65E+12,Sports,"220 Lakeview St, Dallas, TX 75001",1,150,97.5,150,52.5
1/2/2019 12:05,144162,Flatscreen TV,8.12E+12,Electronics,"14 South St, Boston, MA 02215",1,300,99,300,201
1/2/2019 12:06,149664,Apple Airpods Headphones,2.66E+12,Sports,"490 Lake St, New York City, NY 10001",1,150,97.5,150,52.5
1/2/2019 12:10,143597,Apple Airpods Headphones,9.33E+12,Clothes,"935 Spruce St, San Francisco, CA 94016",1,150,97.5,150,52.5
1/2/2019 12:12,148275,Lightning Charging Cable,5.72E+12,Electronics,"38 Cedar St, New York City, NY 10001",1,14.95,7.475,14.95,7.475
1/2/2019 12:12,148275,20in Monitor,2.31E+12,Clothes,"38 Cedar St, New York City, NY 10001",1,109.99,71.4935,109.99,38.4965
1/2/2019 12:13,149464,27in 4K Gaming Monitor,7.17E+12,Clothes,"756 13th St, Dallas, TX 75001",1,389.99,128.6967,389.99,261.2933
1/2/2019 12:14,147589,ThinkPad Laptop,6.43E+12,Clothes,"227 Willow St, San Francisco, CA 94016",1,999.99,329.9967,999.99,669.9933
1/2/2019 12:15,145485,Apple Airpods Headphones,7.21E+12,Clothes,"746 North St, Los Angeles, CA 90001",1,150,97.5,150,52.5
1/2/2019 12:18,145448,AA Batteries (4-pack),9.36E+12,Electronics,"961 Elm St, San Francisco, CA 94016",1,3.84,1.92,3.84,1.92
1/2/2019 12:28,142838,AAA Batteries (4-pack),8.64E+12,Electronics,"503 Washington St, New York City, NY 10001",2,2.99,1.495,5.98,2.99
1/2/2019 12:38,142195,Apple Airpods Headphones,6.25E+12,Alimentation,"468 Jefferson St, Boston, MA 02215",1,150,97.5,150,52.5
1/2/2019 12:43,142415,Lightning Charging Cable,7.54E+12,Sports,"395 Dogwood St, New York City, NY 10001",2,14.95,7.475,29.9,14.95
1/2/2019 12:46,147509,AAA Batteries (4-pack),1.79E+12,Electronics,"632 10th St, San Francisco, CA 94016",1,2.99,1.495,2.99,1.495
1/2/2019 12:48,144119,AA Batteries (4-pack),6.32E+12,Sports,"932 7th St, San Francisco, CA 94016",1,3.84,1.92,3.84,1.92
1/2/2019 12:50,143919,Wired Headphones,9.46E+12,Alimentation,"195 Forest St, Seattle, WA 98101",2,11.99,5.995,23.98,11.99
1/2/2019 12:52,145113,AA Batteries (4-pack),3.09E+12,Clothes,"235 12th St, Austin, TX 73301",1,3.84,1.92,3.84,1.92
1/2/2019 12:54,145622,34in Ultrawide Monitor,4.61E+12,Sports,"351 2nd St, Dallas, TX 75001",1,379.99,125.3967,379.99,254.5933
1/2/2019 12:55,141919,Wired Headphones,6.99E+12,Sports,"197 Ridge St, Boston, MA 02215",1,11.99,5.995,11.99,5.995
1/2/2019 12:59,145103,Google Phone,4.07E+12,Alimentation,"906 6th St, Los Angeles, CA 90001",1,600,198,600,402
1/2/2019 12:59,145694,27in FHD Monitor,9.00E+12,Sports,"265 2nd St, Los Angeles, CA 90001",1,149.99,97.4935,149.99,52.4965
1/2/2019 12:59,149490,Lightning Charging Cable,2.32E+12,Sports,"855 Cedar St, Portland, OR 97035",1,14.95,7.475,14.95,7.475
1/2/2019 13:02,144214,AAA Batteries (4-pack),6.61E+12,Electronics,"928 Dogwood St, Boston, MA 02215",2,2.99,1.495,5.98,2.99
1/2/2019 13:07,148580,27in FHD Monitor,1.40E+12,Electronics,"657 Pine St, Seattle, WA 98101",1,149.99,97.4935,149.99,52.4965
1/2/2019 13:11,142736,Bose SoundSport Headphones,6.48E+12,Alimentation,"264 Adams St, Boston, MA 02215",1,99.99,49.995,99.99,49.995
1/2/2019 13:12,148117,Bose SoundSport Headphones,8.90E+12,Alimentation,"712 Jackson St, Dallas, TX 75001",1,99.99,49.995,99.99,49.995
1/2/2019 13:17,141523,Google Phone,7.61E+12,Electronics,"17 Dogwood St, San Francisco, CA 94016",1,600,198,600,402
1/2/2019 13:17,142642,Wired Headphones,8.32E+12,Sports,"320 2nd St, Austin, TX 73301",1,11.99,5.995,11.99,5.995
1/2/2019 13:18,141885,Wired Headphones,4.71E+12,Sports,"544 West St, Portland, OR 97035",1,11.99,5.995,11.99,5.995
1/2/2019 13:18,144629,Macbook Pro Laptop,8.87E+12,Electronics,"407 6th St, Seattle, WA 98101",1,1700,561,1700,1139
1/2/2019 13:20,148371,Lightning Charging Cable,4.46E+12,Clothes,"123 10th St, Seattle, WA 98101",1,14.95,7.475,14.95,7.475
1/2/2019 13:20,150226,20in Monitor,6.48E+12,Sports,"322 Elm St, Austin, TX 73301",1,109.99,71.4935,109.99,38.4965
1/2/2019 13:21,145256,iPhone,7.18E+12,Sports,"907 11th St, Los Angeles, CA 90001",1,700,231,700,469
1/2/2019 13:21,145256,Lightning Charging Cable,6.47E+12,Sports,"907 11th St, Los Angeles, CA 90001",1,14.95,7.475,14.95,7.475
1/2/2019 13:25,143511,USB-C Charging Cable,7.00E+12,Clothes,"789 Washington St, San Francisco, CA 94016",2,11.95,5.975,23.9,11.95
1/2/2019 13:30,144461,Apple Airpods Headphones,9.42E+12,Clothes,"35 Dogwood St, New York City, NY 10001",1,150,97.5,150,52.5
1/2/2019 13:31,141931,USB-C Charging Cable,4.56E+12,Electronics,"834 Wilson St, Boston, MA 02215",1,11.95,5.975,11.95,5.975
1/2/2019 13:37,141416,AAA Batteries (4-pack),8.86E+12,Electronics,"209 North St, Atlanta, GA 30301",1,2.99,1.495,2.99,1.495
1/2/2019 13:37,147201,iPhone,1.63E+12,Clothes,"731 Madison St, Dallas, TX 75001",1,700,231,700,469
1/2/2019 13:40,147461,AAA Batteries (4-pack),1.97E+12,Sports,"390 13th St, Los Angeles, CA 90001",2,2.99,1.495,5.98,2.99
1/2/2019 13:45,142030,AAA Batteries (4-pack),3.38E+12,Electronics,"827 Lincoln St, Los Angeles, CA 90001",1,2.99,1.495,2.99,1.495
1/2/2019 13:46,143905,Bose SoundSport Headphones,3.04E+12,Sports,"237 8th St, Los Angeles, CA 90001",1,99.99,49.995,99.99,49.995
1/2/2019 13:46,148798,AA Batteries (4-pack),8.80E+12,Alimentation,"978 14th St, Atlanta, GA 30301",1,3.84,1.92,3.84,1.92
1/2/2019 13:50,143405,Lightning Charging Cable,3.90E+12,Alimentation,"359 Cherry St, Boston, MA 02215",2,14.95,7.475,29.9,14.95
1/2/2019 13:53,144063,iPhone,8.36E+12,Clothes,"755 Forest St, Dallas, TX 75001",1,700,231,700,469
1/2/2019 13:53,144063,Apple Airpods Headphones,6.02E+12,Sports,"755 Forest St, Dallas, TX 75001",1,150,97.5,150,52.5
1/2/2019 13:54,145522,34in Ultrawide Monitor,6.30E+12,Clothes,"775 2nd St, San Francisco, CA 94016",1,379.99,125.3967,379.99,254.5933
1/2/2019 13:54,148100,Wired Headphones,3.67E+12,Electronics,"967 North St, San Francisco, CA 94016",1,11.99,5.995,11.99,5.995
1/2/2019 13:59,147487,Apple Airpods Headphones,6.36E+12,Alimentation,"754 12th St, San Francisco, CA 94016",1,150,97.5,150,52.5
1/2/2019 14:00,146307,ThinkPad Laptop,6.07E+12,Sports,"820 Willow St, Los Angeles, CA 90001",1,999.99,329.9967,999.99,669.9933
1/2/2019 14:01,146745,AA Batteries (4-pack),8.83E+12,Electronics,"158 11th St, New York City, NY 10001",1,3.84,1.92,3.84,1.92
1/2/2019 14:02,145422,Apple Airpods Headphones,7.69E+12,Electronics,"390 Adams St, Atlanta, GA 30301",1,150,97.5,150,52.5
1/2/2019 14:04,143378,Bose SoundSport Headphones,5.17E+12,Clothes,"639 9th St, Boston, MA 02215",1,99.99,49.995,99.99,49.995
1/2/2019 14:04,143378,AA Batteries (4-pack),9.00E+12,Electronics,"639 9th St, Boston, MA 02215",1,3.84,1.92,3.84,1.92
1/2/2019 14:04,146050,Lightning Charging Cable,4.16E+12,Sports,"667 7th St, Boston, MA 02215",1,14.95,7.475,14.95,7.475
1/2/2019 14:04,147418,ThinkPad Laptop,1.74E+12,Clothes,"384 8th St, Dallas, TX 75001",1,999.99,329.9967,999.99,669.9933
1/2/2019 14:06,147055,Bose SoundSport Headphones,7.28E+12,Clothes,"770 5th St, San Francisco, CA 94016",1,99.99,49.995,99.99,49.995
1/2/2019 14:08,144582,AA Batteries (4-pack),5.13E+12,Clothes,"143 Willow St, Los Angeles, CA 90001",1,3.84,1.92,3.84,1.92
1/2/2019 14:17,146521,AA Batteries (4-pack),8.96E+12,Sports,"756 Jackson St, Seattle, WA 98101",1,3.84,1.92,3.84,1.92
1/2/2019 14:17,147542,Apple Airpods Headphones,5.03E+12,Alimentation,"711 Willow St, Los Angeles, CA 90001",1,150,97.5,150,52.5
1/2/2019 14:19,143408,Wired Headphones,5.94E+12,Alimentation,"788 12th St, Los Angeles, CA 90001",1,11.99,5.995,11.99,5.995
1/2/2019 14:20,144981,Flatscreen TV,6.99E+12,Clothes,"415 Main St, Los Angeles, CA 90001",1,300,99,300,201
1/2/2019 14:24,142490,Wired Headphones,2.32E+12,Clothes,"43 10th St, San Francisco, CA 94016",1,11.99,5.995,11.99,5.995
1/2/2019 14:26,144827,Wired Headphones,6.42E+12,Clothes,"501 1st St, Portland, ME 04101",1,11.99,5.995,11.99,5.995
1/2/2019 14:29,148397,Apple Airpods Headphones,9.19E+12,Clothes,"231 Madison St, Portland, ME 04101",1,150,97.5,150,52.5
1/2/2019 14:35,142735,USB-C Charging Cable,1.11E+12,Electronics,"30 Jefferson St, Los Angeles, CA 90001",1,11.95,5.975,11.95,5.975
1/2/2019 14:40,147181,USB-C Charging Cable,5.59E+12,Clothes,"480 Forest St, Dallas, TX 75001",1,11.95,5.975,11.95,5.975
1/2/2019 14:42,141929,AA Batteries (4-pack),3.32E+12,Electronics,"285 6th St, Boston, MA 02215",2,3.84,1.92,7.68,3.84
1/2/2019 14:42,149781,27in 4K Gaming Monitor,2.60E+12,Clothes,"177 Lakeview St, Dallas, TX 75001",1,389.99,128.6967,389.99,261.2933
1/2/2019 14:54,149173,27in FHD Monitor,2.52E+12,Clothes,"377 13th St, Boston, MA 02215",1,149.99,97.4935,149.99,52.4965
1/2/2019 14:57,147454,Lightning Charging Cable,6.11E+12,Alimentation,"447 River St, San Francisco, CA 94016",1,14.95,7.475,14.95,7.475
1/2/2019 15:02,144619,Bose SoundSport Headphones,4.20E+12,Clothes,"197 Walnut St, Atlanta, GA 30301",1,99.99,49.995,99.99,49.995
1/2/2019 15:04,149133,AAA Batteries (4-pack),9.44E+12,Alimentation,"561 Jackson St, Los Angeles, CA 90001",3,2.99,1.495,8.97,4.485
1/2/2019 15:05,142823,Macbook Pro Laptop,6.81E+12,Alimentation,"487 14th St, New York City, NY 10001",1,1700,561,1700,1139
1/2/2019 15:06,146758,Google Phone,1.09E+12,Clothes,"576 Madison St, Los Angeles, CA 90001",1,600,198,600,402
1/2/2019 15:06,146758,USB-C Charging Cable,8.44E+12,Sports,"576 Madison St, Los Angeles, CA 90001",1,11.95,5.975,11.95,5.975
1/2/2019 15:08,149571,20in Monitor,3.55E+12,Alimentation,"529 Jefferson St, Seattle, WA 98101",1,109.99,71.4935,109.99,38.4965
1/2/2019 15:11,147978,27in 4K Gaming Monitor,9.87E+12,Electronics,"530 4th St, New York City, NY 10001",1,389.99,128.6967,389.99,261.2933
1/2/2019 15:14,147206,AA Batteries (4-pack),7.28E+12,Alimentation,"557 13th St, Los Angeles, CA 90001",1,3.84,1.92,3.84,1.92
1/2/2019 15:16,142669,27in 4K Gaming Monitor,8.64E+12,Electronics,"793 11th St, San Francisco, CA 94016",1,389.99,128.6967,389.99,261.2933
1/2/2019 15:21,146933,Wired Headphones,8.53E+12,Alimentation,"360 Ridge St, Boston, MA 02215",1,11.99,5.995,11.99,5.995
1/2/2019 15:22,146356,AAA Batteries (4-pack),9.10E+12,Alimentation,"780 12th St, Los Angeles, CA 90001",1,2.99,1.495,2.99,1.495
1/2/2019 15:25,144836,20in Monitor,6.87E+12,Electronics,"449 Maple St, Los Angeles, CA 90001",1,109.99,71.4935,109.99,38.4965
1/2/2019 15:28,150158,Apple Airpods Headphones,7.16E+12,Clothes,"9 Wilson St, Los Angeles, CA 90001",1,150,97.5,150,52.5
1/2/2019 15:32,149647,Lightning Charging Cable,3.22E+12,Electronics,"226 Cherry St, Boston, MA 02215",1,14.95,7.475,14.95,7.475
1/2/2019 15:35,144806,AAA Batteries (4-pack),6.17E+12,Clothes,"974 Highland St, Austin, TX 73301",1,2.99,1.495,2.99,1.495
1/2/2019 15:36,149667,Apple Airpods Headphones,9.87E+12,Alimentation,"505 Hill St, San Francisco, CA 94016",1,150,97.5,150,52.5
1/2/2019 15:38,147850,Bose SoundSport Headphones,2.04E+12,Electronics,"333 Madison St, Austin, TX 73301",1,99.99,49.995,99.99,49.995
1/2/2019 15:45,142504,Google Phone,4.30E+12,Electronics,"570 Jackson St, Boston, MA 02215",1,600,198,600,402
1/2/2019 15:45,142504,USB-C Charging Cable,5.82E+12,Electronics,"570 Jackson St, Boston, MA 02215",2,11.95,5.975,23.9,11.95
1/2/2019 15:45,143880,ThinkPad Laptop,1.29E+12,Sports,"973 Willow St, Atlanta, GA 30301",1,999.99,329.9967,999.99,669.9933
1/2/2019 15:47,147105,ThinkPad Laptop,9.84E+12,Alimentation,"745 Highland St, Los Angeles, CA 90001",1,999.99,329.9967,999.99,669.9933
1/2/2019 15:55,146749,USB-C Charging Cable,3.42E+12,Sports,"137 12th St, San Francisco, CA 94016",1,11.95,5.975,11.95,5.975
1/2/2019 15:58,143390,Lightning Charging Cable,8.05E+12,Clothes,"656 Madison St, San Francisco, CA 94016",2,14.95,7.475,29.9,14.95
1/2/2019 16:01,148365,iPhone,5.51E+12,Clothes,"496 Church St, San Francisco, CA 94016",1,700,231,700,469
1/2/2019 16:06,143592,Flatscreen TV,4.22E+12,Alimentation,"411 Madison St, Los Angeles, CA 90001",1,300,99,300,201
1/2/2019 16:15,147823,Google Phone,9.69E+12,Clothes,"377 Madison St, San Francisco, CA 94016",1,600,198,600,402
1/2/2019 16:16,141283,Flatscreen TV,8.63E+12,Electronics,"68 Hickory St, Seattle, WA 98101",1,300,99,300,201
1/2/2019 16:17,143912,AA Batteries (4-pack),7.43E+12,Sports,"209 Center St, Boston, MA 02215",2,3.84,1.92,7.68,3.84
1/2/2019 16:18,142349,AA Batteries (4-pack),7.15E+12,Alimentation,"534 Dogwood St, San Francisco, CA 94016",1,3.84,1.92,3.84,1.92
1/2/2019 16:19,142572,AA Batteries (4-pack),2.37E+12,Electronics,"547 Spruce St, Atlanta, GA 30301",1,3.84,1.92,3.84,1.92
1/2/2019 16:24,146221,Lightning Charging Cable,2.50E+12,Alimentation,"60 14th St, San Francisco, CA 94016",1,14.95,7.475,14.95,7.475
1/2/2019 16:26,146672,27in FHD Monitor,1.74E+12,Sports,"300 Willow St, Boston, MA 02215",1,149.99,97.4935,149.99,52.4965
1/2/2019 16:27,146029,iPhone,8.21E+12,Sports,"768 Willow St, Atlanta, GA 30301",1,700,231,700,469
1/2/2019 16:27,146029,Apple Airpods Headphones,3.08E+12,Clothes,"768 Willow St, Atlanta, GA 30301",1,150,97.5,150,52.5
1/2/2019 16:29,145386,34in Ultrawide Monitor,1.04E+12,Alimentation,"441 Cedar St, Boston, MA 02215",1,379.99,125.3967,379.99,254.5933
1/2/2019 16:34,146009,Apple Airpods Headphones,4.73E+12,Alimentation,"124 Ridge St, New York City, NY 10001",1,150,97.5,150,52.5
1/2/2019 16:35,147291,Lightning Charging Cable,2.16E+12,Clothes,"828 Forest St, San Francisco, CA 94016",2,14.95,7.475,29.9,14.95
1/2/2019 16:38,150053,Flatscreen TV,9.10E+12,Electronics,"608 11th St, Atlanta, GA 30301",1,300,99,300,201
1/2/2019 16:39,147887,27in FHD Monitor,6.13E+12,Clothes,"701 North St, Boston, MA 02215",1,149.99,97.4935,149.99,52.4965
1/2/2019 16:43,142637,Wired Headphones,6.86E+12,Clothes,"207 13th St, Seattle, WA 98101",1,11.99,5.995,11.99,5.995
1/2/2019 16:44,149299,USB-C Charging Cable,1.86E+12,Electronics,"256 Maple St, San Francisco, CA 94016",1,11.95,5.975,11.95,5.975
1/2/2019 16:45,149916,Lightning Charging Cable,7.33E+12,Clothes,"886 7th St, New York City, NY 10001",1,14.95,7.475,14.95,7.475
1/2/2019 16:46,148264,AAA Batteries (4-pack),4.52E+12,Clothes,"230 Johnson St, Atlanta, GA 30301",1,2.99,1.495,2.99,1.495
1/2/2019 16:55,145369,AAA Batteries (4-pack),2.23E+12,Sports,"70 7th St, Dallas, TX 75001",1,2.99,1.495,2.99,1.495
1/2/2019 16:55,145369,Flatscreen TV,2.42E+12,Alimentation,"70 7th St, Dallas, TX 75001",1,300,99,300,201
1/2/2019 16:56,145381,AAA Batteries (4-pack),6.19E+12,Sports,"241 Lakeview St, Dallas, TX 75001",1,2.99,1.495,2.99,1.495
1/2/2019 17:00,149536,Lightning Charging Cable,3.10E+12,Clothes,"858 Willow St, Boston, MA 02215",1,14.95,7.475,14.95,7.475
1/2/2019 17:04,148964,iPhone,2.02E+12,Alimentation,"150 Center St, Los Angeles, CA 90001",1,700,231,700,469
1/2/2019 17:07,147869,AAA Batteries (4-pack),3.68E+12,Electronics,"915 Lincoln St, Boston, MA 02215",1,2.99,1.495,2.99,1.495
1/2/2019 17:09,144480,AAA Batteries (4-pack),7.85E+12,Sports,"433 Pine St, Dallas, TX 75001",1,2.99,1.495,2.99,1.495
1/2/2019 17:11,147579,27in FHD Monitor,1.76E+12,Electronics,"109 Dogwood St, New York City, NY 10001",1,149.99,97.4935,149.99,52.4965
1/2/2019 17:12,148747,USB-C Charging Cable,4.37E+12,Electronics,"482 Spruce St, Los Angeles, CA 90001",1,11.95,5.975,11.95,5.975
1/2/2019 17:12,149679,Wired Headphones,3.12E+12,Sports,"139 Jackson St, San Francisco, CA 94016",1,11.99,5.995,11.99,5.995
1/2/2019 17:17,142079,AA Batteries (4-pack),5.70E+12,Alimentation,"183 Park St, Dallas, TX 75001",1,3.84,1.92,3.84,1.92
1/2/2019 17:19,145340,AA Batteries (4-pack),5.89E+12,Sports,"114 Ridge St, San Francisco, CA 94016",3,3.84,1.92,11.52,5.76
1/2/2019 17:22,144805,27in 4K Gaming Monitor,2.26E+12,Electronics,"187 6th St, Portland, OR 97035",1,389.99,128.6967,389.99,261.2933
1/2/2019 17:26,142052,Macbook Pro Laptop,1.97E+12,Alimentation,"731 10th St, San Francisco, CA 94016",1,1700,561,1700,1139
1/2/2019 17:28,147484,Apple Airpods Headphones,7.45E+12,Electronics,"729 Dogwood St, San Francisco, CA 94016",1,150,97.5,150,52.5
1/2/2019 17:30,148932,iPhone,4.81E+12,Alimentation,"669 Cherry St, San Francisco, CA 94016",1,700,231,700,469
1/2/2019 17:30,148932,Wired Headphones,1.44E+12,Electronics,"669 Cherry St, San Francisco, CA 94016",1,11.99,5.995,11.99,5.995
1/2/2019 17:31,146074,USB-C Charging Cable,1.46E+12,Sports,"436 9th St, Seattle, WA 98101",1,11.95,5.975,11.95,5.975
1/2/2019 17:39,142146,AAA Batteries (4-pack),2.10E+12,Clothes,"628 North St, New York City, NY 10001",4,2.99,1.495,11.96,5.98
1/2/2019 17:39,148963,AAA Batteries (4-pack),3.59E+12,Sports,"502 Center St, Boston, MA 02215",1,2.99,1.495,2.99,1.495
1/2/2019 17:41,145481,ThinkPad Laptop,3.71E+12,Sports,"218 7th St, Portland, OR 97035",1,999.99,329.9967,999.99,669.9933
1/2/2019 17:46,147005,USB-C Charging Cable,1.82E+12,Clothes,"475 Jackson St, Seattle, WA 98101",2,11.95,5.975,23.9,11.95
1/2/2019 17:53,148811,USB-C Charging Cable,5.56E+12,Sports,"703 7th St, Atlanta, GA 30301",1,11.95,5.975,11.95,5.975
1/2/2019 17:58,143445,AA Batteries (4-pack),2.56E+12,Sports,"112 Washington St, Dallas, TX 75001",1,3.84,1.92,3.84,1.92
1/2/2019 17:58,144866,iPhone,8.29E+12,Alimentation,"166 Willow St, Dallas, TX 75001",1,700,231,700,469
1/2/2019 17:58,144866,Lightning Charging Cable,7.98E+12,Electronics,"166 Willow St, Dallas, TX 75001",1,14.95,7.475,14.95,7.475
1/2/2019 18:02,150148,AA Batteries (4-pack),8.23E+12,Electronics,"648 Elm St, Los Angeles, CA 90001",2,3.84,1.92,7.68,3.84
1/2/2019 18:11,147465,ThinkPad Laptop,3.10E+12,Clothes,"220 11th St, Boston, MA 02215",1,999.99,329.9967,999.99,669.9933
1/2/2019 18:15,145037,Macbook Pro Laptop,7.17E+12,Electronics,"177 4th St, New York City, NY 10001",1,1700,561,1700,1139
1/2/2019 18:16,146204,AA Batteries (4-pack),4.37E+12,Sports,"129 Dogwood St, Dallas, TX 75001",2,3.84,1.92,7.68,3.84
1/2/2019 18:20,148091,iPhone,6.81E+12,Sports,"890 Jefferson St, Atlanta, GA 30301",1,700,231,700,469
1/2/2019 18:22,142904,Wired Headphones,6.08E+12,Alimentation,"8 Madison St, Dallas, TX 75001",1,11.99,5.995,11.99,5.995
1/2/2019 18:24,145030,Wired Headphones,5.05E+12,Sports,"151 Cherry St, New York City, NY 10001",2,11.99,5.995,23.98,11.99
1/2/2019 18:25,143735,Wired Headphones,6.59E+12,Alimentation,"57 Cedar St, Los Angeles, CA 90001",1,11.99,5.995,11.99,5.995
1/2/2019 18:31,149489,USB-C Charging Cable,6.81E+12,Alimentation,"353 Madison St, New York City, NY 10001",1,11.95,5.975,11.95,5.975
1/2/2019 18:33,143376,Bose SoundSport Headphones,9.32E+12,Electronics,"619 Cedar St, San Francisco, CA 94016",1,99.99,49.995,99.99,49.995
1/2/2019 18:37,146037,Wired Headphones,3.25E+12,Sports,"967 Hickory St, Dallas, TX 75001",1,11.99,5.995,11.99,5.995
1/2/2019 18:43,145993,AA Batteries (4-pack),4.95E+12,Alimentation,"493 6th St, San Francisco, CA 94016",3,3.84,1.92,11.52,5.76
1/2/2019 18:45,149248,AAA Batteries (4-pack),3.16E+12,Alimentation,"451 2nd St, Seattle, WA 98101",1,2.99,1.495,2.99,1.495
1/2/2019 18:55,144438,Wired Headphones,4.19E+12,Sports,"110 Adams St, Seattle, WA 98101",1,11.99,5.995,11.99,5.995
1/2/2019 18:59,145966,AAA Batteries (4-pack),6.88E+12,Electronics,"756 Jefferson St, Los Angeles, CA 90001",1,2.99,1.495,2.99,1.495
1/2/2019 19:05,148196,Wired Headphones,8.42E+12,Alimentation,"850 8th St, Portland, OR 97035",1,11.99,5.995,11.99,5.995
1/2/2019 19:10,143366,Flatscreen TV,8.99E+12,Clothes,"515 Park St, Seattle, WA 98101",1,300,99,300,201
1/2/2019 19:18,141759,AAA Batteries (4-pack),3.07E+12,Sports,"765 Lake St, Portland, OR 97035",1,2.99,1.495,2.99,1.495
1/2/2019 19:19,144114,iPhone,3.12E+12,Sports,"426 14th St, San Francisco, CA 94016",1,700,231,700,469
1/2/2019 19:32,147501,Wired Headphones,1.12E+12,Sports,"5 Pine St, Seattle, WA 98101",1,11.99,5.995,11.99,5.995
1/2/2019 19:33,142557,USB-C Charging Cable,9.31E+12,Clothes,"750 Madison St, Boston, MA 02215",1,11.95,5.975,11.95,5.975
1/2/2019 19:37,146584,AAA Batteries (4-pack),9.99E+12,Alimentation,"453 Highland St, Austin, TX 73301",1,2.99,1.495,2.99,1.495
1/2/2019 19:45,144444,Apple Airpods Headphones,5.49E+12,Clothes,"441 Willow St, San Francisco, CA 94016",1,150,97.5,150,52.5
1/2/2019 19:49,145047,Lightning Charging Cable,9.78E+12,Electronics,"823 Ridge St, Austin, TX 73301",1,14.95,7.475,14.95,7.475
1/2/2019 19:52,145752,LG Dryer,5.04E+12,Sports,"19 Pine St, San Francisco, CA 94016",1,600,198,600,402
1/2/2019 19:54,145992,Bose SoundSport Headphones,9.31E+12,Electronics,"51 Jefferson St, San Francisco, CA 94016",1,99.99,49.995,99.99,49.995
1/2/2019 20:09,148777,Wired Headphones,2.49E+12,Alimentation,"358 9th St, San Francisco, CA 94016",1,11.99,5.995,11.99,5.995
1/2/2019 20:10,141799,AA Batteries (4-pack),6.94E+12,Sports,"270 2nd St, San Francisco, CA 94016",1,3.84,1.92,3.84,1.92
1/2/2019 20:12,141755,AA Batteries (4-pack),8.76E+12,Clothes,"884 Spruce St, Los Angeles, CA 90001",3,3.84,1.92,11.52,5.76
1/2/2019 20:15,144971,27in FHD Monitor,2.74E+12,Clothes,"411 7th St, Seattle, WA 98101",1,149.99,97.4935,149.99,52.4965
1/2/2019 20:17,143508,USB-C Charging Cable,6.73E+12,Clothes,"591 7th St, San Francisco, CA 94016",2,11.95,5.975,23.9,11.95
1/2/2019 20:18,148308,LG Washing Machine,6.43E+12,Sports,"871 Chestnut St, New York City, NY 10001",1,600,198,600,402
1/2/2019 20:28,149512,USB-C Charging Cable,9.91E+12,Sports,"561 South St, Los Angeles, CA 90001",1,11.95,5.975,11.95,5.975
1/2/2019 20:29,148521,Lightning Charging Cable,2.13E+12,Electronics,"239 7th St, New York City, NY 10001",1,14.95,7.475,14.95,7.475
1/2/2019 20:31,145504,20in Monitor,9.16E+12,Sports,"731 Elm St, Atlanta, GA 30301",1,109.99,71.4935,109.99,38.4965
1/2/2019 20:33,141286,27in 4K Gaming Monitor,3.43E+12,Clothes,"505 Hickory St, Dallas, TX 75001",1,389.99,128.6967,389.99,261.2933
1/2/2019 20:33,145039,Google Phone,2.56E+12,Sports,"86 Hill St, Seattle, WA 98101",1,600,198,600,402
